Area,Category,Data Source,Data Year,Equity Report Year,Geography Type,Indicator,Notes,Percent,Percentile,Unit for Value,Value,multipolygon
012401,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.080145 32.653241, -117.079949 32.653006, -117.079836 32.652784, -117.084794 32.651404, -117.085532 32.651198, -117.085863 32.651133, -117.0861 32.65117, -117.086228 32.650882, -117.086377 32.650547, -117.083562 32.649575, -117.082573 32.648206, -117.086646 32.647068, -117.090729 32.645922, -117.094847 32.64478, -117.09585 32.647379, -117.096148 32.648154, -117.096186 32.648254, -117.098556 32.654344, -117.094865 32.65619, -117.092774 32.651598, -117.088818 32.652688, -117.090604 32.657279, -117.090653 32.657408, -117.086911 32.658574, -117.086822 32.659219, -117.086819 32.659231, -117.08681 32.659282, -117.087118 32.660311, -117.086219 32.660555, -117.084772 32.660972, -117.084491 32.661023, -117.083202 32.658897, -117.082148 32.657158, -117.081963 32.656852, -117.082213 32.6558, -117.082149 32.655176, -117.082014 32.654959, -117.081692 32.654679, -117.081308 32.65443, -117.080865 32.653927, -117.080595 32.653711, -117.08046 32.653577, -117.080145 32.653241)))"
012200,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.066157 32.662402, -117.067304 32.661781, -117.067039 32.661599, -117.068784 32.660612, -117.07315 32.658604, -117.072887 32.656664, -117.072707 32.656462, -117.080161 32.657589, -117.083202 32.658897, -117.084491 32.661023, -117.084206 32.661077, -117.083353 32.66124, -117.083416 32.661647, -117.083171 32.662086, -117.082638 32.662326, -117.082343 32.662432, -117.082273 32.665075, -117.079945 32.666082, -117.079899 32.666356, -117.080499 32.667923, -117.076966 32.668932, -117.072548 32.669135, -117.072685 32.669485, -117.070614 32.670065, -117.070883 32.67069, -117.068849 32.671277, -117.067819 32.668381, -117.066354 32.664847, -117.065515 32.662677, -117.066015 32.66247, -117.066157 32.662402)))"
012102,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.068849 32.671277, -117.070883 32.67069, -117.070614 32.670065, -117.072685 32.669485, -117.072548 32.669135, -117.076966 32.668932, -117.080499 32.667923, -117.079899 32.666356, -117.079945 32.666082, -117.082273 32.665075, -117.082343 32.662432, -117.082638 32.662326, -117.083171 32.662086, -117.083416 32.661647, -117.083353 32.66124, -117.084206 32.661077, -117.085985 32.664252, -117.084612 32.666375, -117.085978 32.66998, -117.085636 32.672202, -117.082451 32.6731, -117.078936 32.674107, -117.070828 32.67638, -117.068904 32.671418, -117.068858 32.671303, -117.068849 32.671277)))"
012101,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.086822 32.659219, -117.086911 32.658574, -117.090653 32.657408, -117.091316 32.659149, -117.089284 32.659707, -117.089954 32.661448, -117.091277 32.664894, -117.089263 32.665466, -117.091276 32.670643, -117.08718 32.671787, -117.085636 32.672202, -117.085978 32.66998, -117.084612 32.666375, -117.085985 32.664252, -117.084206 32.661077, -117.084491 32.661023, -117.084772 32.660972, -117.086219 32.660555, -117.087118 32.660311, -117.08681 32.659282, -117.086819 32.659231, -117.086822 32.659219)))"
012003,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.064344 32.688864, -117.064107 32.688222, -117.06397 32.687883, -117.064954 32.687612, -117.065986 32.687328, -117.064651 32.683839, -117.066614 32.683272, -117.072835 32.681556, -117.071491 32.678126, -117.070828 32.67638, -117.078936 32.674107, -117.082451 32.6731, -117.084764 32.677141, -117.083485 32.677656, -117.080132 32.679863, -117.079269 32.680163, -117.074037 32.681693, -117.071736 32.683453, -117.070733 32.685995, -117.069121 32.688181, -117.065113 32.688968, -117.064762 32.688907, -117.064344 32.688864)))"
011902,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.076233 32.690406, -117.076167 32.690164, -117.075514 32.688475, -117.073534 32.689071, -117.073278 32.68915, -117.072798 32.689299, -117.072086 32.689425, -117.071297 32.689673, -117.071251 32.689689, -117.070136 32.689991, -117.068398 32.690498, -117.067543 32.690749, -117.06603 32.691095, -117.065958 32.691111, -117.065675 32.691183, -117.065201 32.690931, -117.064344 32.688864, -117.064762 32.688907, -117.065113 32.688968, -117.069121 32.688181, -117.070733 32.685995, -117.078856 32.683714, -117.08236 32.682726, -117.083673 32.686172, -117.089896 32.684692, -117.093518 32.68721, -117.09298 32.687354, -117.094119 32.688967, -117.094279 32.689307, -117.094342 32.68948, -117.094446 32.689711, -117.094625 32.69019, -117.094343 32.690468, -117.094262 32.690568, -117.094162 32.690699, -117.09396 32.69103, -117.093822 32.691405, -117.093767 32.691669, -117.09376 32.691716, -117.093759 32.691729, -117.093773 32.692164, -117.087607 32.69132, -117.087268 32.69132, -117.087267 32.691903, -117.085134 32.691896, -117.085132 32.692365, -117.080774 32.693118, -117.079798 32.692751, -117.07847 32.693191, -117.077831 32.69159, -117.076648 32.691917, -117.076233 32.690406)))"
011802,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.098136 32.688937, -117.098041 32.688557, -117.096593 32.688553, -117.096632 32.688895, -117.096034 32.688965, -117.095944 32.688954, -117.095767 32.688983, -117.095278 32.689127, -117.094367 32.689189, -117.094119 32.688967, -117.09298 32.687354, -117.093518 32.68721, -117.09404 32.687072, -117.092637 32.685782, -117.0919 32.683879, -117.090551 32.68043, -117.098725 32.678126, -117.100074 32.681591, -117.100738 32.683321, -117.101407 32.685017, -117.101986 32.686693, -117.102015 32.686781, -117.102351 32.687787, -117.102443 32.688962, -117.099144 32.688938, -117.098605 32.688945, -117.098136 32.688937)))"
011801,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.100738 32.683321, -117.100074 32.681591, -117.098725 32.678126, -117.106911 32.675816, -117.108255 32.679261, -117.108931 32.680985, -117.109227 32.681703, -117.109261 32.681865, -117.109601 32.68272, -117.101407 32.685017, -117.100738 32.683321)))"
011700,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.095353 32.669502, -117.103556 32.6672, -117.104229 32.668922, -117.105568 32.672378, -117.106911 32.675816, -117.098725 32.678126, -117.090551 32.68043, -117.087856 32.67352, -117.08718 32.671787, -117.091276 32.670643, -117.095353 32.669502)))"
011602,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.088818 32.652688, -117.092774 32.651598, -117.094865 32.65619, -117.098556 32.654344, -117.099184 32.655959, -117.100207 32.658571, -117.10154 32.662025, -117.093328 32.664327, -117.091277 32.664894, -117.089954 32.661448, -117.089284 32.659707, -117.091316 32.659149, -117.090653 32.657408, -117.090604 32.657279, -117.088818 32.652688)))"
011300,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.223715 32.6831175833333, -117.223715 32.683196, -117.223761 32.683306, -117.223742 32.684571, -117.223749 32.684742, -117.223781 32.684923, -117.224035 32.685159, -117.224126 32.685423, -117.225232 32.68622, -117.226768 32.688606, -117.227596 32.693863, -117.226857 32.698719, -117.224966 32.702905, -117.22152 32.706255, -117.217709 32.709302, -117.217151 32.710941, -117.21728 32.710067, -117.214601 32.712234, -117.213326 32.711981, -117.205384 32.714056, -117.204311 32.715255, -117.204506 32.714573, -117.19862 32.714586, -117.196521 32.715026, -117.189987 32.713227, -117.189309 32.712777, -117.191017 32.706184, -117.190788 32.70602, -117.189622 32.705654, -117.189808 32.705203, -117.188517 32.705902, -117.181276 32.703714, -117.181249 32.702501, -117.183845 32.698075, -117.185751 32.698581, -117.187231 32.696521, -117.18879 32.697371, -117.191401 32.693258, -117.192907 32.6879, -117.19297742582101 32.687754018000696, -117.196767 32.688851, -117.213068 32.687751, -117.217502208811 32.6858212980176, -117.22343347683702 32.6832400980431, -117.223715 32.6831175833333)))"
011100,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.185431 32.695361, -117.183845 32.698075, -117.181249 32.702501, -117.181276 32.703714, -117.180803 32.703559, -117.180972 32.703202, -117.180517 32.702586, -117.180042 32.702267, -117.171438 32.699877, -117.171933 32.699334, -117.173982 32.695901, -117.176495 32.691608, -117.179914 32.693039, -117.182121 32.693974, -117.183224 32.694438, -117.185431 32.695361)))"
010900,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.173266 32.681852, -117.175123 32.684417, -117.179858 32.685896, -117.176495 32.691608, -117.171683 32.68958, -117.169496 32.688659, -117.168802 32.691921, -117.163675 32.688403, -117.1632 32.686458, -117.164666 32.679252, -117.167683 32.678641, -117.173266 32.681852)))"
010601,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.14108686307601 32.6297266608316, -117.14542904919601 32.6368777205467, -117.14467 32.637096, -117.142693 32.637179, -117.141652 32.637959, -117.13909 32.639346, -117.126864 32.644153, -117.120412 32.608807, -117.119763 32.605254, -117.116863 32.605454, -117.115562 32.599854, -117.114461 32.593255, -117.116992 32.591415, -117.116999 32.591339, -117.117841 32.591326, -117.118057 32.591243, -117.118546 32.591287, -117.118445 32.59136, -117.118728 32.591358, -117.118953 32.591192, -117.119448 32.588353, -117.121296 32.587103, -117.12146 32.58711, -117.121915 32.58796, -117.122217 32.588915, -117.131247 32.585862, -117.132966 32.585633, -117.133176216707 32.5856314479488, -117.1331397843 32.587583223071796, -117.13313619586499 32.587775464534204, -117.13303210411301 32.593351919909395, -117.132963 32.597054, -117.13388530422 32.6024617280682, -117.134196926451 32.604288856523596, -117.13423848167601 32.604532506448, -117.134968692347 32.608813936211895, -117.136664 32.618754, -117.139464 32.627054, -117.14108686307601 32.6297266608316)))"
010502,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.121296 32.587103, -117.119448 32.588353, -117.118953 32.591192, -117.118728 32.591358, -117.118445 32.59136, -117.118546 32.591287, -117.118057 32.591243, -117.117841 32.591326, -117.116999 32.591339, -117.117025 32.591249, -117.11672 32.591212, -117.116226 32.591077, -117.115521 32.590797, -117.115519 32.590269, -117.114423 32.58999, -117.113422 32.589686, -117.113292 32.589662, -117.112646 32.589476, -117.11187 32.589327, -117.108197 32.588017, -117.107354 32.587822, -117.106919 32.587737, -117.1063 32.587666, -117.105697 32.587551, -117.105668 32.583876, -117.104078 32.583867, -117.104076 32.582272, -117.110607 32.582294, -117.114308 32.582301, -117.118005 32.582308, -117.118008 32.5839, -117.117253 32.583997, -117.116751 32.58414, -117.117395 32.584281, -117.118023 32.584482, -117.12146 32.58711, -117.121296 32.587103)))"
010501,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.133206137448 32.584028519053795, -117.133176216707 32.5856314479488, -117.132966 32.585633, -117.131247 32.585862, -117.122217 32.588915, -117.121915 32.58796, -117.12146 32.58711, -117.118023 32.584482, -117.117395 32.584281, -117.116751 32.58414, -117.117253 32.583997, -117.118008 32.5839, -117.124241 32.583931, -117.125283 32.583906, -117.128407 32.583944, -117.129546 32.583925, -117.132666 32.583944, -117.132815 32.583946, -117.133017 32.583852, -117.133033 32.584025, -117.133206137448 32.584028519053795)))"
010402,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.103841 32.576517, -117.102448 32.576508, -117.102137 32.576518, -117.101403 32.576504, -117.101381 32.572846, -117.101381 32.56918, -117.105499 32.569059, -117.11223 32.56924, -117.110077 32.569551, -117.110048 32.572868, -117.110044 32.576543, -117.103841 32.576517)))"
010401,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.103856 32.580681, -117.103841 32.576517, -117.110044 32.576543, -117.110609 32.576553, -117.110607 32.582294, -117.104076 32.582272, -117.103856 32.580681)))"
010200,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.124688716094 32.534171907308, -117.124862 32.534156, -117.128892222043 32.5538159550525, -117.132961967666 32.5736687113453, -117.133363 32.575625, -117.133206137448 32.584028519053795, -117.133033 32.584025, -117.133017 32.583852, -117.132815 32.583946, -117.132666 32.583944, -117.129546 32.583925, -117.128407 32.583944, -117.125283 32.583906, -117.124241 32.583931, -117.118008 32.5839, -117.118005 32.582308, -117.118702 32.576567, -117.118748 32.571034, -117.118745 32.569355, -117.11223 32.56924, -117.105499 32.569059, -117.101381 32.56918, -117.10135 32.568939, -117.10137 32.567961, -117.099574 32.567933, -117.099576 32.5676, -117.09958 32.566864, -117.100019 32.566853, -117.101275 32.56687, -117.101281 32.56647, -117.101433 32.558523, -117.101435 32.558265, -117.105697 32.558256, -117.105955 32.558255, -117.106165 32.558247, -117.118742 32.558003, -117.118867876573 32.5347062551835, -117.124688716094 32.534171907308)))"
010112,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.073513 32.565442, -117.075163 32.564548, -117.079122 32.564414, -117.08407 32.56387, -117.084066 32.564865, -117.084103 32.569163, -117.084072 32.576477, -117.082569 32.576484, -117.081096 32.574788, -117.076533 32.568681, -117.07638 32.568762, -117.076342 32.568784, -117.07427 32.566214, -117.073513 32.565442)))"
010111,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.073513 32.565442, -117.066766 32.567608, -117.06321 32.568085, -117.062782 32.567374, -117.062346 32.567, -117.062397 32.565998, -117.062416 32.561857, -117.062438 32.560084, -117.062395 32.559584, -117.062367 32.558713, -117.064261 32.559539, -117.073513 32.565442)))"
010109,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.06673688316101 32.5394918338744, -117.118867876573 32.5347062551835, -117.118742 32.558003, -117.106165 32.558247, -117.105955 32.558255, -117.105697 32.558256, -117.101435 32.558265, -117.10043 32.558256, -117.092772 32.55822, -117.084081 32.558202, -117.08407 32.56387, -117.079122 32.564414, -117.075163 32.564548, -117.073513 32.565442, -117.064261 32.559539, -117.062367 32.558713, -117.062369 32.558584, -117.062374 32.557688, -117.062424 32.557127, -117.06242 32.556712, -117.062413 32.554517, -117.062398 32.551869, -117.062906 32.550392, -117.066915 32.54564, -117.068007 32.545136, -117.071069 32.544639, -117.071027 32.542787, -117.070707 32.542431, -117.06794 32.541017, -117.066729 32.540672, -117.066738 32.539504, -117.06673688316101 32.5394918338744)))"
010107,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.078075 32.591381, -117.073292 32.591272, -117.073212 32.591123, -117.071673 32.587844, -117.071162 32.583801, -117.071144 32.583567, -117.070881 32.580714, -117.070449 32.579347, -117.069936 32.578352, -117.068842 32.576862, -117.069865 32.576461, -117.075434 32.576475, -117.080543 32.576487, -117.082569 32.576484, -117.086285 32.580557, -117.087414 32.58382, -117.088059 32.589501, -117.079718 32.590986, -117.079594 32.59109, -117.079537 32.591126, -117.079412 32.591211, -117.079263 32.591255, -117.079114 32.591261, -117.078919 32.591233, -117.078711 32.591228, -117.078464 32.591255, -117.078224 32.591338, -117.078075 32.591381)))"
010106,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.063733 32.569184, -117.063422 32.568524, -117.06321 32.568085, -117.066766 32.567608, -117.073513 32.565442, -117.07427 32.566214, -117.076342 32.568784, -117.07638 32.568762, -117.076533 32.568681, -117.081096 32.574788, -117.082569 32.576484, -117.080543 32.576487, -117.075434 32.576475, -117.069865 32.576461, -117.068842 32.576862, -117.066565 32.573994, -117.065188 32.572139, -117.063733 32.569184)))"
010103,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.108462 32.603854, -117.105087 32.603214, -117.098445 32.605219, -117.09791 32.605077, -117.097823 32.605067, -117.09261 32.6046, -117.089956 32.604364, -117.08889 32.594936, -117.088249 32.590694, -117.088059 32.589501, -117.087414 32.58382, -117.092683 32.583848, -117.092755 32.576509, -117.097073 32.576509, -117.101403 32.576504, -117.102137 32.576518, -117.102448 32.576508, -117.103841 32.576517, -117.103856 32.580681, -117.104076 32.582272, -117.104078 32.583867, -117.105668 32.583876, -117.105697 32.587551, -117.1063 32.587666, -117.106919 32.587737, -117.107354 32.587822, -117.108197 32.588017, -117.11187 32.589327, -117.112646 32.589476, -117.113292 32.589662, -117.113422 32.589686, -117.114423 32.58999, -117.115519 32.590269, -117.115521 32.590797, -117.116226 32.591077, -117.11672 32.591212, -117.117025 32.591249, -117.116999 32.591339, -117.116992 32.591415, -117.114461 32.593255, -117.115562 32.599854, -117.111661 32.601752, -117.108462 32.603854)))"
010015,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-116.997252421284 32.54520856717269, -117.026358 32.542457, -117.02961113158901 32.5422246398414, -117.039847 32.549, -117.041291 32.553164, -117.042268 32.558267, -117.042228 32.560007, -117.040521 32.567944, -117.040354 32.567951, -117.040313 32.567954, -117.030958 32.567819, -117.024429 32.568379, -116.996882 32.568191, -116.962358 32.567748, -116.953701 32.567655, -116.945041 32.567556, -116.936444 32.567458, -116.919225 32.567273, -116.919008 32.580011, -116.919046 32.581708, -116.919199 32.582104, -116.914521 32.581703, -116.910489 32.582188, -116.910587 32.580561, -116.908589 32.57856, -116.907269 32.581866, -116.90181 32.580363, -116.896925 32.579437, -116.895574 32.578662, -116.894126 32.578478, -116.893554 32.576885, -116.894154 32.576099, -116.893537 32.574911, -116.893101 32.574929, -116.89235 32.574566, -116.891155 32.574567, -116.889575 32.575149, -116.885822 32.574741, -116.878399 32.575767, -116.876878 32.574708, -116.876297 32.572651, -116.877502 32.571923, -116.875517 32.57065, -116.871103 32.569444, -116.869907 32.571909, -116.865135 32.572157, -116.861296 32.571706, -116.85956 32.568, -116.859357 32.565141, -116.856895 32.563712, -116.854432 32.56077, -116.85312903173102 32.5577878836934, -116.857154 32.557459, -116.875059717215 32.5557666936706, -116.89282477646401 32.554087681216195, -116.928055 32.550758, -116.945956 32.550058, -116.997252421284 32.54520856717269)))"
010013,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.042268 32.558267, -117.041291 32.553164, -117.039847 32.549, -117.040565 32.549381, -117.04252 32.550234, -117.045626 32.551352, -117.045479 32.551595, -117.054304 32.555263, -117.054282 32.558203, -117.054261 32.561284, -117.054488 32.561975, -117.051821 32.560399, -117.049452 32.559182, -117.044523 32.558283, -117.042268 32.558267)))"
010012,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.058066 32.564236, -117.056855 32.563457, -117.055996 32.562944, -117.054488 32.561975, -117.054261 32.561284, -117.054282 32.558203, -117.054304 32.555263, -117.060683 32.55798, -117.062367 32.558713, -117.062395 32.559584, -117.062438 32.560084, -117.062416 32.561857, -117.062397 32.565998, -117.062346 32.567, -117.058066 32.564236)))"
010009,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.062616345378 32.5398671893359, -117.062627875123 32.539866365805395, -117.062759 32.539857, -117.06673688316101 32.5394918338744, -117.066738 32.539504, -117.066729 32.540672, -117.06794 32.541017, -117.070707 32.542431, -117.071027 32.542787, -117.071069 32.544639, -117.068007 32.545136, -117.066915 32.54564, -117.062906 32.550392, -117.062398 32.551869, -117.062413 32.554517, -117.06242 32.556712, -117.062424 32.557127, -117.062374 32.557688, -117.062369 32.558584, -117.062367 32.558713, -117.060683 32.55798, -117.054304 32.555263, -117.045479 32.551595, -117.045626 32.551352, -117.04252 32.550234, -117.040565 32.549381, -117.039847 32.549, -117.02961113158901 32.5422246398414, -117.039886518662 32.541490703785094, -117.062616345378 32.5398671893359)))"
010005,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.055996 32.562944, -117.056855 32.563457, -117.058066 32.564236, -117.062346 32.567, -117.062782 32.567374, -117.06321 32.568085, -117.05804 32.568106, -117.056643 32.568115, -117.053281 32.568085, -117.040521 32.567944, -117.042228 32.560007, -117.042268 32.558267, -117.044523 32.558283, -117.049452 32.559182, -117.051821 32.560399, -117.054488 32.561975, -117.055996 32.562944)))"
002712,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.058281 32.735327, -117.058241 32.738123, -117.057274 32.73753, -117.057068 32.737375, -117.056377 32.73722, -117.056101 32.737255, -117.055894 32.737349, -117.054329 32.738717, -117.058091 32.734621, -117.058253 32.734454, -117.059314 32.733388, -117.063858 32.730157, -117.071445 32.727215, -117.074504 32.725056, -117.076261 32.723769, -117.082246 32.719213, -117.08493 32.718046, -117.084917 32.721418, -117.084945 32.723666, -117.08306 32.725875, -117.079846 32.729554, -117.079645 32.735774, -117.079417 32.735764, -117.077388 32.735734, -117.076606 32.735782, -117.075211 32.736295, -117.069306 32.735006, -117.06695 32.735064, -117.065331 32.735157, -117.058281 32.735327)))"
002711,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.058281 32.735327, -117.065331 32.735157, -117.06695 32.735064, -117.069306 32.735006, -117.075211 32.736295, -117.076606 32.735782, -117.077388 32.735734, -117.079417 32.735764, -117.079645 32.735774, -117.079639 32.735857, -117.079639 32.735878, -117.079612 32.737691, -117.079523 32.743168, -117.074421 32.742528, -117.071612 32.743358, -117.069945 32.74147, -117.067122 32.74214, -117.067144 32.740964, -117.067147 32.740648, -117.066479 32.740931, -117.066449 32.741594, -117.058462 32.742051, -117.057982 32.741324, -117.058073 32.740602, -117.058162 32.739451, -117.058241 32.738123, -117.058281 32.735327)))"
002710,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.079497 32.743999, -117.082019 32.742894, -117.085237 32.739395, -117.088309 32.736294, -117.08906 32.736764, -117.089971 32.736957, -117.088783 32.741283, -117.086564 32.741205, -117.086071 32.745556, -117.085206 32.746381, -117.088017 32.747544, -117.087987 32.749504, -117.087316 32.749449, -117.086974 32.749346, -117.086262 32.749142, -117.083592 32.749083, -117.080674 32.749001, -117.079436 32.748786, -117.07948 32.745878, -117.079497 32.743999)))"
002709,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.089971 32.736957, -117.09004 32.736962, -117.09223 32.737109, -117.092279 32.740275, -117.09232 32.745857, -117.092289 32.748449, -117.092277 32.74954, -117.092042 32.749536, -117.091984 32.749537, -117.09013 32.749522, -117.09003 32.749519, -117.090006 32.74952, -117.087987 32.749504, -117.088017 32.747544, -117.085206 32.746381, -117.086071 32.745556, -117.086564 32.741205, -117.088783 32.741283, -117.089971 32.736957)))"
002708,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.079434 32.753143, -117.079436 32.748786, -117.080674 32.749001, -117.083592 32.749083, -117.086262 32.749142, -117.086974 32.749346, -117.086862 32.753038, -117.086826 32.756781, -117.085741 32.756929, -117.082532 32.757377, -117.079355 32.757827, -117.079434 32.753143)))"
